text,date,location,polarity,subjectivity,classification
"Will arrival of Moderna, Zydus, Sputnik vaccines hasten India's drive?",,,,,
"ThePrint's Assistant Editor  &amp; News…""",Thu Jul 01 13:46:11 +0000 2021,"New Delhi, India",0.0,0.0,Neutral
Great video on coercion!!!👇,Thu Jul 01 13:46:13 +0000 2021,Mars,0.8,0.75,Positive
Moderna's vaccine report to EMA ,,,,,
On page 47 Low levels of mRNA …  detected in all examined tissues…  heart," lung…""",Thu Jul 01 13:46:21 +0000 2021,#NoNazis𒆬𒌓 kaspum zaháv,0.0,0.3
BreakingNews ,,,,,
"Zydus has applied for emergency approval use in India for its covidvacccine ZyCov-D. If approved this…""",Thu Jul 01 13:46:23 +0000 2021,"Chennai, India",0.0,0.0,Neutral
"Two jabs of Moderna vaccine to cost 3,400 baht at all private hospitals with available doses. ",,,,,
"วัค…""",Wed Jun 30 13:13:57 +0000 2021,"Bangkok, Thailand",0.2,0.3875,Positive
Moderna's COVID-19 vaccine shows promise against Delta variant in lab study     “the STUDY w…,Wed Jun 30 13:13:57 +0000 2021,United States Minor Outlying Islands,0.0,0.0,Neutral
A new study shows that both the   -BioNTech and   COVID-19 vaccinations may offer lasting protecti…,Wed Jun 30 13:13:59 +0000 2021,Canada,0.06818181818181818,0.22727272727272727,Positive
Since I’ve seen this advice be given multiple times privately ,,,,,
If you received the 1-dose J&amp;J," go and get 1-shot of Pfize…""",Wed Jun 30 13:14:00 +0000 2021,"Concord, NH",0.0,0.1875
A new study suggests the Pfizer and Moderna COVID-19 vaccines set off an immune response that is strong enough to last for y…,Wed Jun 30 13:14:12 +0000 2021,"San Francisco, CA",0.1424242424242424,0.4386363636363636,Positive
Absolutely false. Even mRNA vaccine proponents are calling it gene therapy. Anyone wh…,Wed Jun 30 13:14:12 +0000 2021,San Francisco,-0.4000000000000001,0.6,Negative
"Man Dies After Rare Blood Clot Disorder, Received Moderna COVID-19 Vaccine Report",Wed Jun 30 13:14:15 +0000 2021,Flyover Country,0.3,0.9,Positive
Drive-thru Vaccine Appointments available at the Dartmouth General Hospital Dartmouth Moderna NovaScotia ,,,,,
"Up to 4 allo…""",Wed Jun 30 13:14:20 +0000 2021,"Mississauga, Ontario",0.22500000000000003,0.45,Positive
NEW 🚨 Rare heart inflammation linked to Pfizer and Moderna Covid vaccines is six times more likely to occur after seco…,Wed Jun 30 13:14:29 +0000 2021,Lyon,0.23409090909090907,0.7136363636363636,Positive
"U.S. Dollar, Gold, Bitcoin, Home Prices, SpaceX, Intel's Delays, Moderna Vaccine $XLK $TSLA $INTC $AMD $NVDA $MRNA $BBBY $STZ…",Wed Jun 30 13:14:30 +0000 2021,"Ventura County, CA",0.0,0.0,Neutral
Moderna’s COVID-19 vaccine shows promise against Delta variant in lab study,Wed Jun 30 13:14:52 +0000 2021,Africa,0.0,0.0,Neutral
Pakistan to Get 2.5 Million Doses of Moderna Vaccine by the U.S,Wed Jun 30 13:14:53 +0000 2021,"Multan, Pakistan",0.0,0.0,Neutral
Bruh is this really what passes for “science” these days?,Wed Jun 30 13:14:53 +0000 2021,2fab4u,0.2,0.2,Positive
Drive-thru Vaccine Appointments available at the Dartmouth General Hospital Dartmouth Moderna NovaScotia ,,,,,
"Up to 4 allo…""",Wed Jun 30 13:18:55 +0000 2021,The North (A.K.A. Canada),0.22500000000000003,0.45,Positive
Vaccine appts available at the Halifax Convention Centre Community Clinic - 1st and 2nd doses - Halifax - Moderna…,Wed Jun 30 13:18:55 +0000 2021,"Halifax, Nova Scotia, Canada",0.2,0.2,Positive
"Pfizer, Moderna vaccines likely to give long-lasting protection, study finds",Wed Jun 30 13:19:00 +0000 2021,"Memphis, TN",0.0,1.0,Neutral
🚨SHOPPERS DRUG MA🚨,,,,,
Come and get your first and second doses! Appointments available for July 2nd-3rd!,,,,,
"✅ Moderna…""",Wed Jun 30 13:19:04 +0000 2021,"Windsor-Essex, Ontario",0.25,0.24444444444444446,Positive
The neutralizing antibody levels induced by both mRNA vaccines against the Delta variant is strong,,,,,
" n…""",Wed Jun 30 13:19:07 +0000 2021,San Diego CA,0.4333333333333333,0.7333333333333333,Positive
Most active stocks in today's pre market trading,,,,,
Virgin Galactic $SPCE,,,,,
$AMD,,,,,
Micron $MU,,,,,
Apple $AAPL,,,,,
Carnival $CCL,,,,,
$GE,,,,,
"Ame…""",Wed Jun 30 13:19:08 +0000 2021,Florida,0.18333333333333335,0.55,Positive
Must be why Israel and Los Angeles are putting people back in masks.,Wed Jun 30 13:19:09 +0000 2021,Colorado,0.0,0.0,Neutral
"Pleased to share that Taiwan has received our latest batch of 410,000 Moderna vaccines. These will go a long way to ensuring…",Wed Jun 30 13:19:11 +0000 2021,Tá-káu,0.31666666666666665,0.7666666666666666,Positive
That’s a MoPfizer ain’t it?,Wed Jun 30 13:19:19 +0000 2021,"Atlanta,Ga",0.0,0.0,Neutral
Moderna Mamis let me hear y’all make some noise,Wed Jun 30 13:19:24 +0000 2021,"Los Angeles, CA",0.0,0.0,Neutral
NEW 🚨 Rare heart inflammation linked to Pfizer and Moderna Covid vaccines is six times more likely to occur after seco…,Wed Jun 30 13:19:26 +0000 2021,"Valencia, Spain",0.23409090909090907,0.7136363636363636,Positive
Moderna's COVID19  VACCINE  shows promise against DeltaVariant  in lab study ,,,,,
"…""",Wed Jun 30 13:19:27 +0000 2021,Barcelona/NYC/New Delhi/Bs.As.,0.0,0.0,Neutral
Cipla share price hits record high on DCGI nod to import Moderna vaccine to treat COVID-19; may rally 12% more – Ne…,Wed Jun 30 13:19:31 +0000 2021,All over the World,0.33,0.52,Positive
Moderna Says Studies Show Its Vaccine Is Effective Against The Delta Variant,Thu Jul 01 13:29:56 +0000 2021,Northeast Ohio  🇺🇸,0.6,0.8,Positive
This study has now been peer-reviewed and can be found in the New England Journal of Medicine. 91% efficacy of blocking…,Thu Jul 01 13:30:00 +0000 2021,Occupied Lenapehoking,0.13636363636363635,0.45454545454545453,Positive
Online articles and social media posts claim that Moderna developed a COVID-19 vaccine prior to the pandemic. This…,Thu Jul 01 13:30:00 +0000 2021,"Mumbai, India",0.044444444444444446,0.12222222222222222,Positive
Some good news.,,,,,
"“Moderna says recently completed studies have found the vaccine to have a neutralizing effect against…""",Thu Jul 01 13:30:02 +0000 2021,Wakanda by way of Zamunda,0.35,0.42500000000000004,Positive
Last weeks data for comparison,Thu Jul 01 13:30:08 +0000 2021,Alcatraz,0.0,0.06666666666666667,Neutral
Health Canada updates Pfizer-BioNTech and Moderna COVID-19 vaccine labels to include information on myocarditis and per…,Thu Jul 01 13:30:12 +0000 2021,Canada,0.0,0.0,Neutral
This study has now been peer-reviewed and can be found in the New England Journal of Medicine. 91% efficacy of blocking…,Thu Jul 01 13:30:37 +0000 2021,"Ottawa, Ontario",0.13636363636363635,0.45454545454545453,Positive
This brilliant skit perfectly illustrates the epic fraud which has been perpetrated on humanity with the unlicensed experimenta…,Thu Jul 01 13:30:37 +0000 2021,"Saskatoon, SK Canada",0.6666666666666666,0.7999999999999999,Positive
Health Canada updates Pfizer-BioNTech and Moderna COVID-19 vaccine labels to include information on myocarditis and per…,Thu Jul 01 13:30:40 +0000 2021,"Ontario, CA",0.0,0.0,Neutral
"A plane carrying 2.5 million doses of Moderna’s coronavirus vaccine took off from the U.S. on Wednesday, heading to Pakistan.…",Thu Jul 01 13:30:44 +0000 2021,"Brooklyn, NY",0.0,0.0,Neutral
Moderna taps Ogilvy for first chief brand officer as marketing plans await full FDA approval,,,,,
"More medical news at…""",Thu Jul 01 13:30:47 +0000 2021,Look here 👉,0.275,0.3458333333333333,Positive
who is moderna ? forget it lol i hope she makes u happy,Fri Jul 02 16:45:57 +0000 2021,she/her | 22,0.8,0.85,Positive
Pakistan receives 2.5 million Moderna doses from U.S.. pakistan,Fri Jul 02 16:46:02 +0000 2021,"Islamabad, Pakistan",0.0,0.0,Neutral
"Co-Founder of Moderna,  joins  following his  talk. Asked about NI’s tech ec…",Fri Jul 02 16:46:03 +0000 2021,UK & Ireland,0.0,0.1,Neutral
We are offering homebound Newark residents the opportunity to have a Moderna or Johnson &amp; Johnson vaccine administered…,Fri Jul 02 16:46:09 +0000 2021,"5 Commerce Street, Newark , NJ",0.0,0.0,Neutral
"Was just telling another member of hshold, on a DMARD/Enbrel &amp; received J&amp;J, to look @ Moderna or Pfizer options si…",Fri Jul 02 16:46:15 +0000 2021,"Pacific Northwest, USA",0.0,0.0,Neutral
[ON] Kitchener,,,,,
🥈 Moderna 2nd Dose,,,,,
⭐️ Costco Kitchener 4438 King Street East,,,,,
🗓️ July 5 78 spots available,,,,,
"👩‍💻 Book…""",Fri Jul 02 16:46:23 +0000 2021,Canada,0.2,0.2,Positive
"I just read that the Moderna, Biontech/Pfizer and J&amp;J vaccines also protects against the Delta variant🙏",Fri Jul 02 16:46:27 +0000 2021,"Cherry Hill, NJ",0.0,0.0,Neutral
A welcome arrival to add to our covid vaccination efforts and reflective of Pak-US friendship,Fri Jul 02 16:46:27 +0000 2021,"Lahore, Pakistan",0.8,0.9,Positive
The medical literature is revealing further details from multiple cases of myocarditis linked to the Pfizer and Mod…,Fri Jul 02 16:46:27 +0000 2021,"Ottawa, Canada",0.0,0.16666666666666666,Neutral
"Thanks for this eloquent piece saying out loud what so many of us have been murmuring in quiet, ",,,,,
"It is long ov…""",Fri Jul 02 16:46:41 +0000 2021,"Washington, DC",0.15,0.44666666666666666,Positive
Moderna only tho,Fri Jul 02 16:46:46 +0000 2021,That Filthy Fif D,0.0,1.0,Neutral
is moderna supposed to knock you out 😵‍💫,Fri Jul 02 16:46:46 +0000 2021,she/they ⋮ 20 ⋮ △ ○ □,0.0,0.0,Neutral
"Prion proteins form when RNA escapes outside of cells, as in Moderna/Pfizer. ~ Prof. Richard Fleming",Thu Jul 01 13:38:55 +0000 2021,Near the coast in NW England,0.0,0.05,Neutral
'The supply from Pfizer &amp; Moderna is the main limiting factor in Covid vaccines' Yet rather than remove those limits by…,Thu Jul 01 13:39:09 +0000 2021,Reading UK,0.16666666666666666,0.3333333333333333,Positive
I don't know of any research. But this 55-year-old has the same amount of hot flushes before and after the Moderna vaccine.,Thu Jul 01 13:39:13 +0000 2021,"Cary, North Carolina",0.125,0.48750000000000004,Positive
"Also Moderna, “modest reduction in neutralizing titers” meaning it works just not as well. ",,,,,
"Me GET YOUR FUCKING VACCINATION.""",Thu Jul 01 13:39:26 +0000 2021,International Space Station,-0.25,0.8500000000000001,Negative
"Government Pharmaceutical Organization said they sold Moderna to private hospitals at 1,100 baht per dose, while hospital…",Thu Jul 01 13:39:27 +0000 2021,Bangkok Thailand,0.0,0.375,Neutral
"In a study done in Ontario, Canada, where the same Gamma variant was also quite dominant, the study found that Pfiz…",Thu Jul 01 13:39:36 +0000 2021,Davao City,0.0,0.125,Neutral
Two new studies released this week have further suggested there is a link between mRNA COVID-19 vaccines and heart infl…,Thu Jul 01 13:39:42 +0000 2021,Wing Street,0.06818181818181818,0.4772727272727273,Positive
"Government Pharmaceutical Organization said they sold Moderna to private hospitals at 1,100 baht per dose, while hospital…",Thu Jul 01 13:39:45 +0000 2021,แอคเก่าปลิวจ้า (Mrs.Swift),0.0,0.375,Neutral
This brilliant skit perfectly illustrates the epic fraud which has been perpetrated on humanity with the unlicensed experimenta…,Thu Jul 01 13:39:49 +0000 2021,Australia,0.6666666666666666,0.7999999999999999,Positive
the article is centered around AZ but it says some interesting data about the Pfizer/Moderna ie their mRna encoded the full S…,Fri Jul 02 16:41:55 +0000 2021,Poland,0.425,0.525,Positive
Possible link between Pfizer and Moderna mRNA vaccines and rare heart inflammation under investigation.,,,,,
"This is wha…""",Fri Jul 02 16:41:55 +0000 2021,Estados Unidos,0.15,0.95,Positive
The United States' delivery of 2.5M doses of the Moderna vaccine to Pakistan highlights our enduring friendship and coopera…,Fri Jul 02 16:42:22 +0000 2021,Mother Earth,0.0,0.0,Neutral
"The leaders of the Liberals, NDP and Conservatives have all been fully vaccinated against COVID with mixed shots.…",Fri Jul 02 16:42:32 +0000 2021,"Ottawa, Ontario",0.0,0.25,Neutral
he loves to get 2 on,Fri Jul 02 16:42:36 +0000 2021,"the aerie, 21, they",0.0,0.0,Neutral
he loves to get 2 on,Fri Jul 02 16:42:36 +0000 2021,21/he,0.0,0.0,Neutral
Great News,,,,,
Pfizer, Moderna," J/J and AZ COVID vaccines generate a strong immunity against the Delta variant""",Fri Jul 02 16:42:39 +0000 2021,Twitter,0.6166666666666667
"U.S. Embassy Chargé d’affaires Angela Aggeler is pleased to announce that today,  2.5 million doses of the Moderna COVI…",Fri Jul 02 16:42:49 +0000 2021,Batti Village The Gambia,0.5,1.0,Positive
Not weird at all. It has been reported he had Moderna,Fri Jul 02 16:42:50 +0000 2021,Canada,0.25,1.0,Positive
The United States' delivery of 2.5M doses of the Moderna vaccine to Pakistan highlights our enduring friendship and coopera…,Fri Jul 02 16:42:51 +0000 2021,"Ohio, USA",0.0,0.0,Neutral
"Pfizer and Moderna Vaccines Likely to Produce Lasting Immunity, Study Finds - The New York Times",Fri Jul 02 16:42:53 +0000 2021,uruguay,0.04545454545454545,0.48484848484848486,Positive
"Artificial Intelligence Ranks Moderna, Inc Among Today’s Trending Stocks - Forbes Artificial Intelligence Ranks Mo…",Thu Jul 01 13:23:04 +0000 2021,"London, UK",-0.6,1.0,Negative
Oh dear 🤷‍♀️,Thu Jul 01 13:23:10 +0000 2021,Universal Omnipotence,0.0,0.0,Neutral
A new CDC study finds Moderna’s and Pfizer’s COVID-19 vaccines reduce the risk of infection by 91% for fully vaccinated…,Thu Jul 01 13:23:19 +0000 2021,United States,0.13636363636363635,0.45454545454545453,Positive
"Join us July 13, 21 for a follow-up presentation as Dr. Heather Hensler addresses facts and answers your questions about the Mode…",Thu Jul 01 13:23:24 +0000 2021,Broad Street,0.0,0.0,Neutral
"Currently, two mRNA vaccines – one by Pfizer-BioNTech and the other by US firm Mode…",Thu Jul 01 13:23:26 +0000 2021,Calgary,-0.10833333333333334,0.39166666666666666,Negative
"🔥🔥🔥Artificial Intelligence Ranks Moderna, Inc Among Today’s Trending Stocks - Forbes  via…",Thu Jul 01 13:23:44 +0000 2021,"Rotterdam, The Netherlands",0.0,0.0,Neutral
Today's pop-up vaccineclinic  is likely to be busy today. So if you don't have an appointment or aren't in the q…,Thu Jul 01 13:23:44 +0000 2021,"Islington, London",0.05,0.65,Positive
AOC riled up at the notion of political hacks in bed with Exxon $XOM,,,,,
--,,,,,
"Does she not realise her left leaning frien…""",Thu Jul 01 13:23:45 +0000 2021,"London, UK",0.0,0.05,Neutral
Yes! I wrote about this here! Good to know it’s now in NEJM and peer-…,Thu Jul 01 13:23:47 +0000 2021,United States,0.7,0.6000000000000001,Positive
Two new studies released this week have further suggested there is a link between mRNA COVID-19 vaccines and heart infl…,Thu Jul 01 13:23:49 +0000 2021,USA,0.06818181818181818,0.4772727272727273,Positive
This study has now been peer-reviewed and can be found in the New England Journal of Medicine. 91% efficacy of blocking…,Thu Jul 01 13:31:56 +0000 2021,South Africa,0.13636363636363635,0.45454545454545453,Positive
Neither Pfizer nor Moderna have performed the expected reproductive safety or animal/human kinetic/toxici…,Thu Jul 01 13:31:57 +0000 2021,"Lake Charles, LA",-0.1,0.4,Negative
Phizer has 95% moderna 92% covishield 89%,,,,,
"So you could choose which has better efficacy dumb Indians🤭🤭""",Thu Jul 01 13:32:05 +0000 2021,No Electricity Tamil Nadu,0.0625,0.5,Positive
This study has now been peer-reviewed and can be found in the New England Journal of Medicine. 91% efficacy of blocking…,Thu Jul 01 13:32:06 +0000 2021,"Reigate, Surrey",0.13636363636363635,0.45454545454545453,Positive
"In advance of the 2nd Moderna rollout today 07/01 (and opening up vaccines to delivery drivers, convenience store and postal…",Thu Jul 01 13:32:21 +0000 2021,"Taichung, Taiwan 42743",0.0,0.0,Neutral
"1,403 💉fatal events reported to MHRA in UK🇬🇧",,,,,
ASTRAZENECA,,,,,
Reactions 762,706,,,,
Deaths 936 (+32),,,,,
"Blood clot death 70 (+2)…""",Thu Jul 01 13:32:29 +0000 2021,Scotland,0.0,0.0,Neutral
The last info I’d read frm experts says even with Pfizer or Moderna you have about a 12% chance of catching  the Delta frm s…,Thu Jul 01 13:32:40 +0000 2021,"omaha, ne",0.3,0.48333333333333334,Positive
"Recovering from Moderna X2 shot... love this gloomy weather,  refreshing...",Thu Jul 01 13:32:41 +0000 2021,"Petit Étang,  NE, Canada",0.5,0.8,Positive
Confidential Documents reveal Moderna sent mRNA Coronavirus Vaccine Candidate to University Researchers weeks before e…,Thu Jul 01 13:32:43 +0000 2021,"Richmond, London",0.0,0.0,Neutral
"The side effects from Pfizer and Moderna provide a range of benefits, such as not having to go to…",Fri Jul 02 16:44:56 +0000 2021,Hampshire,0.0,0.5,Neutral
"Moderna admits “mRNA detected in all examined tissues… heart, lung, testis, brain”.  mRNA/lipid nano particles move…",Fri Jul 02 16:44:59 +0000 2021,Estados Unidos,0.0,0.0,Neutral
"Today we delivered 2.5 million doses of Moderna vaccines to Pakistan, another step towards helping the world beat COVID…",Fri Jul 02 16:45:00 +0000 2021,Riyadh united kingdom,0.0,0.0,Neutral
[ON] ✨ OTTAWA ✨,,,,,
🏆 MEET THE AMAZING TEAM at BRIDLE PATH PHARMASAVE 🏆,,,,,
📍4000 Bridle Path Drive, Gloucester,,,,
"🙌 Moderna A…""",Fri Jul 02 16:45:03 +0000 2021,Canada,0.6000000000000001,0.9,Positive
German Chancellor Angela Merkel helped pave the way for mixed vaccine use when she received the Moderna shot in June as…,Fri Jul 02 16:45:04 +0000 2021,Makati City,0.0,0.125,Neutral
The United States' delivery of 2.5M doses of the Moderna vaccine to Pakistan highlights our enduring friendship and coopera…,Fri Jul 02 16:45:21 +0000 2021,Riyadh united kingdom,0.0,0.0,Neutral
The United States' delivery of 2.5M doses of the Moderna vaccine to Pakistan highlights our enduring friendship and coopera…,Fri Jul 02 16:45:30 +0000 2021,United States,0.0,0.0,Neutral
See. He was only partially vaccinated while hobnobbing unmasked with the other elites at the G7. I’m sick of the theatri…,Fri Jul 02 16:45:46 +0000 2021,"Cape Town, South Africa",-0.23482142857142857,0.6330357142857143,Negative
"Government Pharmaceutical Organization said they sold Moderna to private hospitals at 1,100 baht per dose, while hospital…",Thu Jul 01 13:24:59 +0000 2021,Thailand,0.0,0.375,Neutral
The government said on Thursday that 3.9 million Moderna doses are arriving in the fourth quarter of 2021 and 1.1 million…,Thu Jul 01 13:25:01 +0000 2021,Thailand,0.0,0.0,Neutral
Thread,Thu Jul 01 13:25:02 +0000 2021,MN,0.0,0.0,Neutral
"🔥🔥🔥Artificial Intelligence Ranks Moderna, Inc Among Today’s Trending Stocks - Forbes  via  de…",Thu Jul 01 13:25:02 +0000 2021,Created By: zedeca_,0.0,0.0,Neutral
Those poor Thai people who have to wait until late this year or until the 1st quarter of 2022. โมเดอร์นา โควิด19 โควิดวั…,Thu Jul 01 13:25:04 +0000 2021,Thailand,-0.35,0.6,Negative
"I had the best vax experience here yesterday. Please go Ottawa and help, otherwise the vaccine will expire. Let your mass…",Thu Jul 01 13:25:04 +0000 2021,"Ottawa now, 💚 in Saskatchewan",1.0,0.3,Positive
"Please set an example for small children who don't understand why everyone else can unmask, but them. They are conf…",Thu Jul 01 13:25:08 +0000 2021,Southwest Pennsylvania,-0.25,0.4,Negative
"1,403 💉fatal events reported to MHRA in UK🇬🇧",,,,,
ASTRAZENECA,,,,,
Reactions 762,706,,,,
Deaths 936 (+32),,,,,
"Blood clot death 70 (+2)…""",Thu Jul 01 13:25:15 +0000 2021,"Scotland, United Kingdom",0.0,0.0,Neutral
Tweeted this three days ago! “Be great if Aust had supplies! You’d think Morrison during his lockdown would…,Fri Jul 02 16:42:58 +0000 2021,Gold Coast,1.0,0.75,Positive
My mom got Moderna and I got Pfizer and we had basically the same experience with the second dose which w…,Fri Jul 02 16:42:59 +0000 2021,"Pennsylvania, USA",0.0,0.0625,Neutral
💉Due your 1st or 2nd Moderna jab? Get it at  this weekend. You don’t need to book.  ,,,,,
Sat," 9am-5.30pm and Su…""",Fri Jul 02 16:43:01 +0000 2021,"Islington, London",0.0,0.0
The U.S. CDC disagrees with that and those are U.S. made vaccines.  ,,,,,
"“COVID-19 vaccines are not in…""",Fri Jul 02 16:43:09 +0000 2021,"Hamilton, Ontario, Canada",0.0,0.0,Neutral
Hain?,Fri Jul 02 16:43:18 +0000 2021,Milky Way Galaxy,0.0,0.0,Neutral
I'm in line to get my second Moderna shot.,Fri Jul 02 16:43:25 +0000 2021,Treaty 6 Southwestern Ontario,0.0,0.0,Neutral
i know my old coworkers bc the hospital i worked at vaccinated lots of people with moderna but i do…,Fri Jul 02 16:43:29 +0000 2021,🇳🇱,0.1,0.2,Positive
Trudeau receives Moderna COVID-19 vaccine for 2nd dose | Watch News Videos Online,Fri Jul 02 16:43:38 +0000 2021,CANADA,0.0,0.0,Neutral
he loves to get 2 on,Fri Jul 02 16:43:47 +0000 2021,Sallie Mae's DMs,0.0,0.0,Neutral
VIRDEN clinic will have 240 Moderna walk in spots available on June 28 along with their booked Pfizer appointments.…,Mon Jun 28 14:44:55 +0000 2021,"Manitoba, Canada",0.4,0.4,Positive
"The Pfizer-BioNTech and Moderna Covid-19 vaccines may protect against the coronavirus for years, a study of more than a dozen…",Mon Jun 28 14:44:56 +0000 2021,"Boston, MA",0.5,0.5,Positive
"Today, the US will begin shipping 2 million Pfizer doses to Peru and 2.5 million Moderna doses to Pakistan",Mon Jun 28 14:44:58 +0000 2021,New Delhi,0.0,0.0,Neutral
"Expert committee approves Pfizer, Moderna as second jab for Sri Lankans awaiting AstraZeneca ECONOMYNEXT – An expe…",Mon Jun 28 14:45:03 +0000 2021,"Tallinn, Estonia",0.0,0.0,Neutral
"The Pfizer-BioNTech and Moderna Covid-19 vaccines may protect against the coronavirus for years, a study of more than a dozen…",Mon Jun 28 14:45:06 +0000 2021,"England, United Kingdom",0.5,0.5,Positive
Need more data but promising early signs!,Mon Jun 28 14:45:07 +0000 2021,Toronto ON,0.27499999999999997,0.43333333333333335,Positive
"The Pfizer-BioNTech and Moderna Covid-19 vaccines may protect against the coronavirus for years, a study of more than a dozen…",Mon Jun 28 14:45:15 +0000 2021,"London, England",0.5,0.5,Positive
Love being paralyzed and not able to breath.. just what the doctor ordered wha... I'm not stopping until I get my answers. I…,Fri Jul 02 16:40:04 +0000 2021,TEXAS,0.125,0.6125,Positive
"Sen. Ron Johnson, R-Wis., has sent letters to the CEOs of Pfizer and Moderna seeking answers about adverse reaction…",Fri Jul 02 16:40:07 +0000 2021,Spain,0.0,0.0,Neutral
"Well, everyone who got 1st dose have an appointment for 2nd dose. In Montreal at least, ther…",Fri Jul 02 16:40:17 +0000 2021,"Montréal, Québec",-0.15,0.2,Negative
Paws crossed. My brother had no reaction on the 2nd Moderna at all and minimal on 1st. Have fun at dinner ),Fri Jul 02 16:40:17 +0000 2021,The World,0.06666666666666667,0.26666666666666666,Positive
Canadian PM  opted for the Moderna vaccine for his second dose after having received the AstraZeneca jab for…,Fri Jul 02 16:40:19 +0000 2021,bharat,0.0,0.0,Neutral
Largest U.S stocks by market cap not currently included in the S&amp;P 500,,,,,
Blackstone $BX,,,,,
Square $SQ,,,,,
Zoom $ZM,,,,,
"Snapchat $SNAP…""",Fri Jul 02 16:40:20 +0000 2021,"Fremont, CA",0.0,0.4,Neutral
"With the DeltaVariant going around, would it be safe for me to get two more COVIDVaccines? I already have the…",Fri Jul 02 16:40:22 +0000 2021,"Roseville, CA",0.5,0.5,Positive
"$MRNA [15s. delayed] Issued Press Release on July 01, 093300 Moderna Announces Recipharm Site in France Manufac…",Thu Jul 01 13:36:19 +0000 2021,"New York, USA",0.0,0.0,Neutral
Got my second dose at a pharmacy with excess of Moderna. It seems people who also has Pfizer as dose one won’t take…,Thu Jul 01 13:36:20 +0000 2021,"Toronto, Ontario",0.0,0.0,Neutral
Moderna Announces Recipharm Site in France Manufacturing COVID-19 Vaccine Moderna Following Approval by European Med,Thu Jul 01 13:36:21 +0000 2021,"Las Vegas, NV",0.0,0.05,Neutral
The last info I’d read frm experts says even with Pfizer or Moderna you have about a 12% chance of catching  the Delta frm s…,Thu Jul 01 13:36:25 +0000 2021,"Kildare, Ireland",0.3,0.48333333333333334,Positive
Moderna says Recipharm now manufacturing Covid vaccine in France,,,,,
"$MRNA""",Thu Jul 01 13:36:31 +0000 2021,Wall Street,0.0,0.0,Neutral
"Government Pharmaceutical Organization said they sold Moderna to private hospitals at 1,100 baht per dose, while hospital…",Thu Jul 01 13:36:32 +0000 2021,@WayV_official,0.0,0.375,Neutral
who is moderna ? forget it lol i hope she makes u happy,Fri Jul 02 16:46:58 +0000 2021,23 • pgh,0.8,0.85,Positive
[ON] Kitchener,,,,,
🥈 Moderna 2nd Dose,,,,,
⭐️ Costco Kitchener 4438 King Street East,,,,,
🗓️ July 5 78 spots available,,,,,
"👩‍💻 Book onli…""",Fri Jul 02 16:47:03 +0000 2021,Already gone,0.2,0.2,Positive
A welcome arrival to add to our covid vaccination efforts and reflective of Pak-US friendship,Fri Jul 02 16:47:04 +0000 2021,"Islamabad, Pakistan",0.8,0.9,Positive
Thank you and well done! 👏🏼 🇵🇰 🇺🇸,Fri Jul 02 16:47:06 +0000 2021,"Karachi, Pakistan",0.0,0.0,Neutral
"I've been fully vaccinated since May (Moderna), hubs since April (Pfizer), &amp; 13 &amp; 14 got J &amp; J as s…",Fri Jul 02 16:47:08 +0000 2021,Bowels of hell,0.0,0.0,Neutral
"4/ The good news is, most Australians in USA would have two Pfizer/Moderna vaccine doses. ",,,,,
"Disclaimer My conjectu…""",Fri Jul 02 16:40:49 +0000 2021,San Francisco,0.6,0.55,Positive
Ireland to buy one million unwanted vaccines from Romania,,,,,
700k Pfizer and 300k Moderna on the way soon, it seems…,,,,
"Scoop fr…""",Fri Jul 02 16:40:51 +0000 2021,corcaigh • mdni,0.0,0.0,Neutral
If you had Moderna or Pfizer for your first dose you can safely take either for your second.  ht…,Fri Jul 02 16:40:52 +0000 2021,"Hamilton, Ontario",0.25,0.27777777777777773,Positive
Finally got my first dose of vaccine today. It was Moderna if anyone is wondering..,,,,,
"Nice coincidence with NationalDocto…""",Thu Jul 01 13:20:36 +0000 2021,हर शाख पे उल्लू बैठा है.......,0.2833333333333333,0.7777777777777777,Positive
[ON] ✨ OTTAWA ✨,,,,,
💉 TODAY'S THE DAY at BRIDLE PATH PHARMASAVE 💉,,,,,
🙌 Moderna Appointments TODAY + July 3,,,,,
"📍4000 Bridle Path D…""",Thu Jul 01 13:20:51 +0000 2021,"Ottawa, Ontario",0.0,0.0,Neutral
what a mess,,,,,
now moderna not ordered for sale.,,,,,
"photo example of today's current thai…""",Fri Jul 02 16:41:46 +0000 2021,far east/south east asia.,-0.0875,0.2875,Negative
"Excellent much needed gift. These 2,5 million doses of Moderna in addition to earlier  2.5 million Pfizer vaccines and U…",Fri Jul 02 16:41:50 +0000 2021,Lahore,0.39999999999999997,0.5666666666666667,Positive
"2/ For clarity, the article makes clear it wasn’t just dumb luck from Pfizer and moderna. They appear to have had a…",Thu Jul 01 21:59:41 +0000 2021,New York,-0.13749999999999998,0.44166666666666665,Negative
"It is not a conspiracy, it's all there just needs diggin…",Thu Jul 01 21:59:41 +0000 2021,"St. Catharines, Ontario",0.0,0.0,Neutral
Trudeau receives Moderna COVID-19 vaccine for 2nd dose,Fri Jul 02 16:40:33 +0000 2021,"Aurangabad, Maharashtra, India",0.0,0.0,Neutral
"Reports of Some Getting Pfizer, Moderna ‘Boosters’ After J&amp;J Vaccine Prompts Calls for More Guidance | Health News…",Fri Jul 02 16:40:34 +0000 2021,"Massachusetts, USA",0.5,0.5,Positive
